name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Marry You,Bruno Mars,Doo-Wops & Hooligans,72,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,4,pop
Lay It All on Me (feat. Ed Sheeran),Rudimental,We the Generation,54,0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,122.531,242440,4,pop
Cold Water (feat. Justin Bieber & MØ),Major Lazer,Cold Water (feat. Justin Bieber & MØ),0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185352,4,pop
The Greatest,Sia,This Is Acting (Deluxe Version),71,0.639,0.785,10,-6.167,0,0.174,0.0174,0.00107,0.0512,0.686,191.95,210920,4,pop
Heathens,Twenty One Pilots,Heathens,78,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,pop
Perfect Illusion,Lady Gaga,Joanne (Deluxe),0,0.616,0.861,1,-5.464,0,0.0376,0.00145,0.0,0.357,0.68,124.988,182000,4,pop
That's My Girl,Fifth Harmony,7/27 (Deluxe),70,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,4,pop
Setting Fires,The Chainsmokers,Setting Fires,0,0.626,0.717,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039,247427,4,pop
By Your Side,Jonas Blue,By Your Side,0,0.696,0.743,6,-3.838,1,0.0331,0.0778,0.0,0.0581,0.644,122.978,201254,4,pop
24K Magic,Bruno Mars,24K Magic,60,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,pop
Don't Wanna Know,Maroon 5,Don't Wanna Know,0,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,214480,4,pop
Red Dress,MAGIC!,Primary Colours,47,0.653,0.795,10,-4.477,1,0.0336,0.0887,0.0,0.203,0.803,135.978,200800,4,pop
Into You,Ariana Grande,Dangerous Woman,1,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,4,pop
Love Myself,Hailee Steinfeld,HAIZ,67,0.617,0.759,0,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,122.924,218773,4,pop
Close,Nick Jonas,Last Year Was Complicated,47,0.653,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.999,234213,4,pop
Love Me Harder,Ariana Grande,My Everything (Deluxe),76,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,4,pop
Talking Body,Tove Lo,Queen Of The Clouds (Blueprint Edition),41,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4,pop
Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),4,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4,pop
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Me 4 U,65,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4,pop
Let Me Love You,DJ Snake,Encore,80,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4,pop
Shout Out to My Ex,Little Mix,Shout Out to My Ex,0,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002,246240,4,pop
Starboy,The Weeknd,Starboy,0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,230453,4,pop
In the Name of Love,Martin Garrix,In the Name of Love,78,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4,pop
Sexy And I Know It,LMFAO,Sorry For Party Rocking,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,199480,4,pop
Bailando - English Version,Enrique Iglesias,Bailando,0,0.723,0.85,7,-3.508,1,0.0879,0.0841,0.0,0.0697,0.937,90.957,242331,4,pop
Good Feeling,Flo Rida,Good Feeling,55,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4,pop
Feel So Close - Radio Edit,Calvin Harris,18 Months,77,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,pop
Baby Boy - Live,Beyoncé,I Am...World Tour,34,0.473,0.84,1,-8.271,1,0.313,0.0307,0.0199,0.475,0.217,91.13,129613,4,pop
Lay Me Down,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),69,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,219536,4,pop
Vanity,Christina Aguilera,Bionic (Deluxe Version),0,0.818,0.521,10,-6.444,0,0.0859,0.0273,0.0,0.211,0.369,120.013,261613,4,pop
Stone Cold,Demi Lovato,Confident (Deluxe Edition),56,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,191308,3,pop
Shower,Becky G,Shower,73,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,pop
Go Fuck Yourself,Two Feet,First Steps,72,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600,4,pop
Pretty Hurts,Beyoncé,BEYONCÉ [Platinum Edition],60,0.512,0.624,11,-6.761,1,0.0509,0.00305,0.000172,0.346,0.2,129.932,257653,4,pop
Don't Be so Hard on Yourself,Jess Glynne,Don't Be so Hard on Yourself,42,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008,211460,4,pop
Toxic,Britney Spears,In The Zone,79,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,pop
Bad Romance,Lady Gaga,The Fame Monster (Explicit Version),0,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4,pop
Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,73,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,235933,4,pop
Another Love,Tom Odell,Long Way Down (Deluxe),89,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,4,pop
Way 2 Go,Bugs Nasty,Way 2 Go,13,0.682,0.681,1,-10.996,1,0.0456,0.0011,0.000852,0.122,0.398,120.06,188056,4,pop
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),58,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006,210627,4,pop
I Gotta Feeling,Black Eyed Peas,The Beginning & The Best Of The E.N.D.,46,0.744,0.776,0,-6.399,1,0.0268,0.0757,0.0,0.512,0.647,127.957,289187,4,pop
Feening,Zander Digital,ROGUE,8,0.804,0.561,1,-8.53,0,0.0651,0.0329,0.0,0.0739,0.379,122.003,194768,4,pop
Anywhere,Rita Ora,Anywhere,60,0.628,0.797,11,-3.953,0,0.0596,0.0364,0.0,0.104,0.321,106.93,215064,4,pop
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,Hands All Over,69,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,4,pop
I Kissed A Girl,Katy Perry,One Of The Boys,69,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4,pop
ShimmerDance,John Gallen,ShimmerDance,36,0.655,0.614,10,-8.714,1,0.0279,0.391,0.0,0.127,0.689,117.954,189920,4,pop
Gimme More,Britney Spears,Blackout,76,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,pop
Angel,Shaggy,Hot Shot (International Version #2),0,0.743,0.767,6,-2.944,1,0.168,0.143,0.0,0.0421,0.82,170.539,235133,4,pop
Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",83,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4,pop
Pumped Up Kicks,Foster The People,Torches,80,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,pop
Halo,Beyoncé,I AM...SASHA FIERCE,65,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,4,pop
Love On The Brain,Rihanna,ANTI (Deluxe),0,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3,pop
Stronger,Britney Spears,Oops!... I Did It Again,63,0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,203000,4,pop
This Love,Maroon 5,Songs About Jane,61,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,4,pop
Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),71,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,219493,4,pop
"Whenever, Wherever",Shakira,Laundry Service,79,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,196160,4,pop
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,67,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,4,pop
Titanium (feat. Sia),David Guetta,Nothing but the Beat (Ultimate Edition),78,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,pop
We Found Love,Rihanna,Talk That Talk (Deluxe),0,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,215227,4,pop
Instant Crush (feat. Julian Casablancas),Daft Punk,Random Access Memories,73,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,4,pop
SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,75,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,pop
Mr. Saxobeat - Radio Edit,Alexandra Stan,Sundown (Original Motion Picture Soundtrack),0,0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004,195105,4,pop
Stay With Me,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),0,0.453,0.441,0,-6.275,1,0.0435,0.521,0.000135,0.106,0.184,84.672,172724,4,pop
When I Grow Up,The Pussycat Dolls,Doll Domination,0,0.686,0.69,11,-5.669,0,0.0495,0.00158,0.0,0.379,0.313,118.451,245680,4,pop
Booty,Jennifer Lopez,Booty,57,0.709,0.949,0,-4.155,1,0.0509,0.00296,0.00022,0.26,0.398,128.966,209700,4,pop
Radioactive,Imagine Dragons,Night Visions (Deluxe),61,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,pop
Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love,0,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,pop
DJ Got Us Fallin' In Love,Usher,DJ Got Us Fallin' In Love,0,0.666,0.878,7,-2.85,0,0.0973,0.03,0.0,0.0828,0.669,119.932,222160,4,pop
Scream & Shout,will.i.am,#willpower (Deluxe),1,0.77,0.684,0,-6.854,1,0.0768,0.0219,6.16e-05,0.128,0.479,130.03,283400,4,pop
Demons,Imagine Dragons,Night Visions (Deluxe),64,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4,pop
Love Story,Taylor Swift,Fearless (International Version),44,0.62,0.639,2,-5.398,1,0.0285,0.0186,0.00011,0.206,0.34,119.055,233933,4,pop
Royals,Lorde,Pure Heroine,0,0.636,0.436,7,-9.524,1,0.139,0.112,0.0,0.135,0.331,84.804,190185,4,pop
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),76,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4,pop
Best Day Of My Life,American Authors,"Oh, What A Life",76,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,pop
Feel This Moment (feat. Christina Aguilera),Pitbull,Global Warming: Meltdown (Deluxe Version),75,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,229507,4,pop
Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,78,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4,pop
Some Nights,fun.,Some Nights,66,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,277040,4,pop
S&M Remix,Rihanna,S&M Remix,58,0.824,0.806,1,-3.438,1,0.0509,0.0506,0.0,0.0535,0.894,127.961,257293,4,pop
Love Me Again,John Newman,Tribute (Deluxe),0,0.5,0.891,2,-4.703,0,0.0433,0.00485,0.000204,0.0969,0.227,126.024,239894,4,pop
Poker Face,Lady Gaga,The Fame,78,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4,pop
Burn,Ellie Goulding,Halcyon Days,63,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,231212,4,pop
Price Tag,Jessie J,Who You Are (Platinum Edition),60,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053,4,pop
Roar,Katy Perry,PRISM (Deluxe),70,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4,pop
Break Free,Ariana Grande,My Everything (Deluxe),74,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,4,pop
On The Floor - Radio Edit,Jennifer Lopez,On The Floor,70,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,230907,4,pop
Super Bass,Nicki Minaj,Pink Friday (Deluxe),0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,200013,4,pop
Just Dance,Lady Gaga,The Fame Monster (International Deluxe),41,0.823,0.74,1,-4.545,0,0.0313,0.026,5.09e-05,0.181,0.734,118.993,241933,4,pop
One Last Time,Ariana Grande,My Everything (Deluxe),80,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4,pop
Diamonds,Rihanna,Unapologetic (Deluxe),57,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,4,pop
Hot N Cold,Katy Perry,One Of The Boys,71,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4,pop
Only Girl (In The World),Rihanna,Loud,54,0.786,0.716,11,-4.253,0,0.0409,0.102,1.72e-05,0.0557,0.595,125.921,235520,4,pop
I Like It,Enrique Iglesias,Euphoria,0,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,231373,4,pop
3,Britney Spears,The Essential Britney Spears,48,0.701,0.72,5,-1.948,0,0.0475,0.0518,0.0,0.199,0.761,134.962,205533,4,pop
Blurred Lines,Robin Thicke,Blurred Lines,39,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827,4,pop
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,40,0.844,0.66,6,-5.59,0,0.0608,0.0323,8.37e-05,0.0532,0.536,122.658,267093,4,pop
Fragile,Kygo,Fragile,58,0.47,0.422,5,-7.474,1,0.0522,0.177,0.000216,0.0879,0.218,149.505,230961,4,pop
Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,74,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,4,pop
Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit),64,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4,pop
Piece of Me,Britney Spears,Blackout,62,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,212107,4,pop
Who You Are,Jessie J,Who You Are (Int'l Version),22,0.52,0.675,6,-3.929,0,0.0344,0.0234,1.95e-06,0.241,0.203,135.641,235813,4,pop
Big Girls Don't Cry (Personal),Fergie,The Dutchess,64,0.707,0.642,7,-4.271,1,0.0337,0.204,0.0,0.0925,0.249,113.083,268120,4,pop
Can't Remember to Forget You (feat. Rihanna),Shakira,Shakira. (Expanded Edition) [Spanish Version],73,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,206867,4,pop
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),80,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,pop
A Thousand Miles,Vanessa Carlton,Best Of,0,0.454,0.827,11,-3.774,1,0.0398,0.328,0.0,0.226,0.32,94.767,237440,4,pop
The One That Got Away,Katy Perry,Teenage Dream: The Complete Confection,71,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4,pop
The Only Exception,Paramore,Brand New Eyes (Deluxe Edition),47,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,3,pop
In the End,Linkin Park,Hybrid Theory (Bonus Edition),83,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,pop
The Scientist,Coldplay,A Rush of Blood to the Head,81,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,pop
Lady Marmalade,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,0,0.739,0.864,5,-2.173,1,0.0666,0.014,4.53e-06,0.659,0.64,109.896,265960,4,pop
Buttons,The Pussycat Dolls,PCD,25,0.565,0.817,2,-4.338,1,0.27,0.152,0.0,0.247,0.477,210.851,225560,4,pop
Black Widow,Iggy Azalea,Reclassified,44,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,209423,4,pop
Can't Get You out of My Head,Kylie Minogue,Fever,72,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640,4,pop
No One,Alicia Keys,As I Am,4,0.649,0.552,1,-5.419,0,0.0292,0.03,6.47e-06,0.111,0.158,89.969,253813,4,pop
Man! I Feel Like A Woman!,Shania Twain,Come On Over,0,0.678,0.899,10,-2.937,1,0.048,0.637,0.0,0.347,0.757,124.944,233000,4,pop
All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition),75,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4,pop
When Love Takes Over (feat. Kelly Rowland),David Guetta,One More Love,0,0.674,0.862,11,-4.614,1,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000,4,pop
What You Waiting For?,Gwen Stefani,Love Angel Music Baby,0,0.675,0.951,2,-2.559,0,0.0664,0.0465,7.54e-06,0.625,0.718,136.042,221227,4,pop
She Will Be Loved,Maroon 5,Songs About Jane,0,0.524,0.711,0,-5.494,0,0.0405,0.0567,0.0,0.134,0.539,203.867,257133,4,pop
Memories (feat. Kid Cudi),David Guetta,One More Love,0,0.544,0.87,8,-6.103,1,0.26,0.0015,2.8e-06,0.246,0.502,129.984,210093,4,pop
Rock DJ,Robbie Williams,Sing When You're Winning,66,0.708,0.772,7,-4.264,1,0.0322,0.0267,0.0,0.467,0.861,103.035,258560,4,pop
It Wasn't Me,Shaggy,Hot Shot (International Version #2),0,0.853,0.611,0,-4.678,1,0.07,0.0645,0.0,0.319,0.687,94.752,227600,4,pop
Satisfaction - Isak Original Extended,Benny Benassi,Hypnotica,0,0.795,0.711,9,-3.613,0,0.111,0.172,0.133,0.0747,0.339,130.013,285480,4,pop
I Will Never Let You Down,Rita Ora,I Will Never Let You Down,62,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011,203467,4,pop
Fire Burning,Sean Kingston,Tomorrow,45,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,122.973,239987,4,pop
Photograph,Ed Sheeran,x (Deluxe Edition),82,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,pop
Poison,Rita Ora,Poison,62,0.579,0.738,10,-5.711,1,0.0542,0.0821,1.52e-06,0.232,0.431,124.023,202907,4,pop
Shallow,Lady Gaga,A Star Is Born Soundtrack,82,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4,pop
Love You Like A Love Song,Selena Gomez & The Scene,For You,53,0.858,0.677,1,-3.842,0,0.047,0.0768,0.0,0.0757,0.922,117.011,188453,4,pop
Bleeding Love,Leona Lewis,Spirit,72,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4,pop
Firestone,Kygo,Firestone,14,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684,4,pop
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,71,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4,pop
Need You Now,Lady A,Need You Now,71,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440,4,pop
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",0,0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,292593,4,pop
7 Years,Lukas Graham,7 Years,0,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4,pop
How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,74,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4,pop
Confident,Demi Lovato,Confident,0,0.597,0.749,3,-6.252,1,0.0768,0.00175,0.000187,0.116,0.326,130.077,205747,4,pop
Stitches,Shawn Mendes,Handwritten,78,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,4,pop
Paris,The Chainsmokers,Paris,66,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,221520,4,pop
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,The Heist,60,0.688,0.473,8,-9.059,1,0.167,0.716,4.46e-05,0.104,0.299,84.958,318525,4,pop
Goodbye My Lover,James Blunt,Back to Bedlam,66,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,258653,4,pop
Don't Cha,The Pussycat Dolls,Hits Of The Decade 2000-2009,18,0.873,0.643,1,-3.403,1,0.0907,0.0046,2.94e-06,0.135,0.535,120.0,272467,4,pop
Raging (feat. Kodaline),Kygo,Raging (feat. Kodaline),56,0.55,0.689,3,-7.76,0,0.094,0.0498,0.0,0.207,0.408,99.904,224487,4,pop
Domino,Jessie J,Who You Are (Platinum Edition),63,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693,4,pop
No Broken Hearts (feat. Nicki Minaj),Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),55,0.704,0.722,0,-3.524,1,0.045,0.0522,0.0,0.0645,0.675,122.094,239991,4,pop
Stay (feat. Maty Noyes),Kygo,Stay (feat. Maty Noyes),57,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465,4,pop
Middle,DJ Snake,Middle,0,0.604,0.745,9,-4.103,1,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573,4,pop
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",67,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958,215414,4,pop
Faded,Alan Walker,Faded,0,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,212627,4,pop
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),80,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5,pop
Bodak Yellow,Cardi B,Bodak Yellow,55,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,223962,4,pop
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),72,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4,pop
Ride,Twenty One Pilots,Blurryface,79,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4,pop
Attention,Charlie Puth,Attention,0,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4,pop
I'm the One,DJ Khaled,I'm the One,0,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,4,pop
I Feel It Coming,The Weeknd,I Feel It Coming,0,0.768,0.814,0,-5.91,0,0.151,0.413,0.0,0.0839,0.541,92.979,269187,4,pop
Shape of You,Ed Sheeran,Shape of You,65,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,pop
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,4,pop
Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,75,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4,pop
One Dance,Drake,Views,12,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4,pop
The Climb,Miley Cyrus,Hannah Montana The Movie,66,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161.074,236067,4,pop
Side To Side,Ariana Grande,Dangerous Woman,1,0.65,0.736,6,-5.84,0,0.229,0.0528,0.0,0.235,0.613,159.173,226160,4,pop
Treat You Better,Shawn Mendes,Illuminate,0,0.748,0.819,10,-4.032,0,0.198,0.13,0.0,0.111,0.792,110.645,187973,3,pop
Hands To Myself,Selena Gomez,Revival (Deluxe),63,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,pop
Mine,Bazzi,Mine,0,0.716,0.805,4,-3.839,1,0.0856,0.014,3.1e-06,0.291,0.719,142.886,133995,4,pop
Love Yourself,Justin Bieber,Purpose (Deluxe),0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4,pop
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,"For You (Fifty Shades Freed) [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",19,0.541,0.803,2,-4.647,0,0.0355,0.0202,0.0,0.204,0.174,112.959,244293,4,pop
Telephone,Lady Gaga,The Fame Monster (International Deluxe),0,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,4,pop
Blank Space,Taylor Swift,1989 (Deluxe),82,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,231827,4,pop
What Makes You Beautiful,One Direction,Up All Night,0,0.729,0.771,4,-2.451,1,0.0725,0.00761,0.0,0.087,0.873,125.011,198053,4,pop
